consent,skate_stance,ollie_foot,bowl_foot,downhill_foot,snowboard_foot,surf_foot,friends_share_stance,parents_share_stance,fav_skater_share_stance,changed_stance,stance_awareness,consistent_stance,hand_write,hand_throw,hand_hammer,foot_kick,foot_sweep,foot_pedal,foot_chair,eye_test1,eye_test2,years_skate,freq_skate,expertise,gender,race,age,ethnicity,residence_locality,home_locality
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Mostly Right,,Disagree,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Right,Mostly Right,11.0,Seasonal (summer),Novice,Man,Asian,26-35,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Left,,Strongly disagree,I do not know,Disagree,Strongly disagree,Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Always Right,Mostly Right,Right,Always Left,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Neutral,I do not know,Neutral,Disagree,Strongly Agree,Agree,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Right,Mostly Left,20.0,Weekly,Intermediate,Man,White,26-35,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Strongly Agree,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Left,Neither,Mostly Right,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Right,Always Right,Always Left,,,Strongly Agree,Neutral,Agree,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Always Right,Right,Always Right,20.0,Weekly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Both Equally,Mostly Left,Always Left,Mostly Left,,Disagree,I do not know,Neutral,Strongly disagree,Disagree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Both Equally,Both Equally,Right,Both Equally,20.0,Daily,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,Asia;North America;,Asia;North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Right,Always Right,Neutral,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Right,20.0,Weekly,Intermediate,Woman,More than one race,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Left,Always Right,3.0,Seasonal (summer),Advanced,Man,More than one race,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Neutral,I do not know,Strongly Agree,Agree,Agree,Agree,Always Left,Always Left,Always Left,Always Left,Mostly Right,Mostly Right,Mostly Right,Left,Mostly Left,5.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,,Disagree,I do not know,Agree,Disagree,Disagree,Neutral,Always Right,Always Right,Always Right,Always Right,Both Equally,Both Equally,Mostly Right,Right,Mostly Left,11.0,Weekly,Advanced,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Disagree,Agree,Strongly Agree,Agree,Always Left,Always Right,Always Right,Both Equally,Mostly Right,Both Equally,Both Equally,Right,Mostly Left,20.0,Every other week,Sponsored/Pro,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Right,Always Left,11.0,Weekly,Advanced,Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Mostly Right,Always Right,Disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Mostly Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Right,5.0,Weekly,Advanced,Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Both Equally,Always Right,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Neutral,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Left,11.0,Weekly,Expert,Man,White,21-25,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,,I do not do these activities enough to know,Strongly Agree,Disagree,Strongly disagree,Disagree,Agree,Always Right,Always Right,Mostly Right,Mostly Right,Both Equally,Mostly Left,Mostly Right,Left,Both Equally,3.0,Seasonal (summer),Intermediate,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Right,Always Right,Strongly disagree,I do not know,Agree,Neutral,Agree,Strongly Agree,Always Right,Always Right,Mostly Right,Mostly Right,Both Equally,Mostly Right,Both Equally,Right,Mostly Left,20.0,Monthly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Both Equally,Always Left,Always Left,Always Left,Always Left,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Always Left,Always Left,Mostly Left,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Both Equally,20.0,Weekly,Expert,Man,Native Hawaiian or Other Pacific Islander,26-35,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Neutral,I do not know,Agree,Disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Always Right,Always Left,Always Left,Always Left,Right,Always Right,11.0,Monthly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly Agree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Right,Mostly Right,Mostly Right,Mostly Left,Always Right,Always Right,Right,Always Right,11.0,Daily,Sponsored/Pro,Man,Unknown or not reported,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,Strongly Agree,Disagree,Strongly disagree,Agree,Neutral,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Right,Mostly Left,3.0,Weekly,Intermediate,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Always Left,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Both Equally,Always Left,Left,Always Left,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Agree,Disagree,Strongly Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Always Right,Mostly Left,Left,Mostly Right,5.0,Daily,Advanced,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,I do not know,Disagree,Agree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Mostly Right,Always Right,,Always Right,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Always Right,Always Right,Right,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Always Right,Mostly Left,Mostly Right,Left,Mostly Right,20.0,Daily,Advanced,Man,White,36-45,Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,,Mostly Left,Always Left,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Always Right,Left,Mostly Right,,Never,Beginner,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Left,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Left,Mostly Right,11.0,Every other week,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Agree,Neutral,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Left,Always Left,5.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly disagree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Left,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Mostly Left,Always Left,Agree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Mostly Right,Always Right,Mostly Left,Mostly Left,Mostly Left,Left,Always Right,11.0,Yearly,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Agree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Strongly Agree,Always Left,Always Right,Always Right,Always Right,Mostly Right,Always Right,Both Equally,Right,Always Left,3.0,Weekly,Intermediate,Woman,More than one race,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,Always Left,Always Left,Neutral,Agree,Neutral,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Both Equally,Mostly Left,Mostly Right,Mostly Left,Right,Always Left,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Right,Always Right,Disagree,I do not know,Strongly Agree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,46-55,Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Left,Always Left,Always Left,Mostly Left,Right,Always Left,20.0,Weekly,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Mostly Right,Always Right,,,Agree,I do not know,Neutral,Disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Both Equally,Right,Always Right,11.0,Daily,Advanced,Man,Asian,21-25,Not Hispanic or Latino,Asia;,Asia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Always Left,,Neutral,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Left,Left,Both Equally,20.0,Never,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Always Left,Disagree,I do not know,Agree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Mostly Left,Always Left,Right,Always Right,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Agree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Right,Always Right,20.0,Weekly,Advanced,Man,Asian,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Neutral,I do not know,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Always Right,Left,Mostly Left,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Neutral,Disagree,Disagree,Agree,Always Left,Mostly Left,Mostly Left,Both Equally,Both Equally,Mostly Left,Both Equally,Neither,Mostly Left,11.0,Daily,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Mostly Left,Always Right,Always Right,Mostly Right,Mostly Left,Always Right,Mostly Left,Neither,Mostly Left,20.0,Weekly,Intermediate,Man,White,46-55,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Always Left,,Disagree,Strongly Agree,Neutral,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Both Equally,Mostly Left,Right,Mostly Left,5.0,Weekly,Advanced,Man,White,20 and under,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Always Right,Left,Always Left,5.0,Monthly,Advanced,Non-binary,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Mostly Left,Always Left,Neutral,I do not know,Strongly disagree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Left,Always Left,20.0,Seasonal (summer),Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Both Equally,Right,Mostly Left,11.0,Daily,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Left,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Neutral,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Right,20.0,Seasonal (summer),Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular mongo,Always Left,Mostly Left,Always Left,Mostly Left,Always Left,Neutral,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Right,Mostly Left,Right,Mostly Right,20.0,Seasonal (summer),Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Right,,Disagree,I do not know,Neutral,Agree,Strongly disagree,Disagree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Right,Mostly Right,20.0,Seasonal (summer),Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Left,Always Right,3.0,Never,Novice,Man,White,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,,,Neutral,I do not know,Disagree,Disagree,Neutral,Neutral,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Right,Always Right,20.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,,,,Always Left,,Strongly Agree,I do not know,Strongly disagree,Disagree,Agree,Strongly disagree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Both Equally,Neither,Both Equally,,Yearly,Novice,Woman,More than one race,26-35,Unknown or not reported,Asia;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Agree,Agree,Always Left,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Mostly Left,Right,Mostly Left,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Disagree,I do not know,Neutral,Disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Always Right,Left,Both Equally,3.0,Daily,Intermediate,Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Always Left,Always Left,Always Left,Always Left,Left,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Always Left,Strongly disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Right,Both Equally,Both Equally,Right,Mostly Left,11.0,Seasonal (summer),Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,Always Right,Always Right,Disagree,I do not know,Agree,Disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Both Equally,Right,Always Left,5.0,Monthly,Intermediate,Man,White,46-55,Not Hispanic or Latino,Other;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Neutral,I do not know,Disagree,Strongly disagree,Strongly Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,,Right,Always Right,20.0,Daily,Sponsored/Pro,Non-binary,Black or African American,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,,,Neutral,I do not know,Agree,Disagree,Disagree,,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Right,Mostly Left,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Agree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Always Right,Mostly Right,Left,Mostly Left,20.0,Seasonal (summer),Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Always Right,Left,Always Left,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Neutral,I do not know,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Always Left,Always Left,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Right,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,,,Disagree,I do not know,Disagree,Strongly disagree,Agree,Neutral,Mostly Right,Mostly Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Mostly Right,Neither,Mostly Left,20.0,Monthly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Mostly Left,,Always Left,I do not do these activities enough to know,I do not know,Strongly Agree,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Always Left,Mostly Left,Mostly Right,Neither,Always Left,20.0,Weekly,Advanced,Non-binary,White,46-55,Not Hispanic or Latino,Europe;,Other;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Disagree,Disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Left,Both Equally,Both Equally,Right,Always Right,20.0,Daily,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,,,,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,I do not skateboard enough to know,Strongly disagree,Neutral,Always Right,Always Right,Always Right,Always Right,Both Equally,Both Equally,Always Right,Left,Always Left,,Never,Beginner,Man,More than one race,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Strongly disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Left,Always Left,11.0,Every other week,Advanced,Man,More than one race,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Both Equally,Left,Always Left,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Always Left,,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Both Equally,Mostly Left,Mostly Left,Mostly Right,Left,Mostly Left,3.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,,,Disagree,I do not know,Agree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Always Left,Right,Always Left,1.0,Weekly,Intermediate,Man,White,20 and under,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Always Right,Always Right,Right,Mostly Left,20.0,Monthly,Intermediate,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Strongly disagree,I do not know,Agree,Agree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Left,Left,Always Left,1.0,Weekly,Intermediate,Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Disagree,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Always Right,Right,Always Right,3.0,Weekly,Advanced,Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Disagree,I do not know,Agree,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Always Right,Mostly Right,Right,Always Right,3.0,Seasonal (summer),Intermediate,Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
